run_id,seed,algorithm,fitness,base_objective,penalty,search_fitness,energy,delay,aoi,qoe,fairness,csr,runtime,nfe,pre_refinement_fitness,local_refinement_gain,experiment,setting,description,weights,w_energy,w_delay,w_aoi,w_qoe,w_fairness
26,20260726,RDHO,1.0382420509121915,0.7465753842455248,0.29166666666666663,3.3715753842455243,90.39945131520179,1.4200101227869422,1.688397021586614,0.32059603422734906,0.9157920366320828,0.7083333333333334,4.838870097999916,9112,1.0471977692003844,0.008955718288192971,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
27,20260727,RDHO,1.0344117730383455,0.7510784397050122,0.2833333333333333,3.301078439705012,76.79092208996605,1.7773116985575856,2.130347581140927,0.31477754836012056,0.9063512371781937,0.7166666666666667,4.278812891999905,9112,1.0533873470957809,0.01897557405743533,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
28,20260728,RDHO,0.9651590378733215,0.7234923712066548,0.2416666666666667,2.898492371206655,84.6171151010561,1.6873898795362092,1.9964351125740791,0.3224149495916206,0.9397079391766053,0.7583333333333333,4.275490878000028,9112,0.9907181116964714,0.025559073823149925,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
29,20260729,RDHO,1.1337879274111096,0.7671212607444428,0.3666666666666667,4.067121260744443,75.73566109671108,1.3552908560229386,1.5855649907992553,0.3122197169272606,0.9096741822497175,0.6333333333333333,4.279224500000055,9112,1.1533263791807822,0.019538451769672616,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
30,20260730,RDHO,0.9029115503226164,0.6445782169892831,0.2583333333333333,2.969578216989283,75.77385492687222,1.5601260901046399,1.8648615434368072,0.3450585888156983,0.9428955764256592,0.7416666666666667,4.243814351999845,9112,0.9098213544393885,0.006909804116772111,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
1,20260701,RDHO,1.1446504395937986,0.8113171062604654,0.33333333333333337,3.811317106260466,95.88168562920453,1.6872493908193058,1.9951909868515418,0.3228923993412057,0.9447173215130644,0.6666666666666666,4.174291183999912,9112,1.1520997004131424,0.007449260819343717,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
2,20260702,RDHO,1.2552815593967064,0.9052815593967064,0.35,4.055281559396707,78.5763611389161,2.0423385252287067,2.381220049780238,0.3058618872750697,0.8972512629291965,0.65,4.211963492999985,9112,1.2678136741197679,0.012532114723061483,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
3,20260703,RDHO,0.901163394138532,0.6678300608051987,0.23333333333333328,2.7678300608051982,69.76260161260623,1.5471917537478859,1.9046597045036329,0.34902438438894956,0.9401030867188087,0.7666666666666667,4.478556318999836,9112,0.9092690139890498,0.008105619850517831,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
4,20260704,RDHO,1.0587669849045938,0.7504336515712603,0.30833333333333335,3.5254336515712605,72.14638998251728,1.6775632715449789,2.0001679358566977,0.3416206057740002,0.9190711215947243,0.6916666666666667,4.234266472000172,9112,1.0654541801503057,0.00668719524571193,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
5,20260705,RDHO,1.1560157714509007,0.8476824381175674,0.30833333333333335,3.6226824381175677,101.77979923680894,1.9086524911323608,2.2294555417923214,0.29667045697403854,0.9565181770928789,0.6916666666666667,4.117944664999868,9112,1.1694970817615487,0.01348131031064792,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
6,20260706,RDHO,0.9741484451968538,0.7158151118635205,0.2583333333333333,3.0408151118635205,86.79750757239081,1.4560006704240744,1.758216511593653,0.32740319098749104,0.9314226736474908,0.7416666666666667,4.301382295999929,9112,0.994911117772279,0.02076267257542519,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
7,20260707,RDHO,0.9949936030527441,0.7199936030527441,0.275,3.194993603052744,70.47519224059396,1.377850772951452,1.6968339924813862,0.3371215437426492,0.9426538254179956,0.725,4.178275798999948,9112,1.007112862886613,0.012119259833868967,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
8,20260708,RDHO,1.0557009665904071,0.7557009665904071,0.30000000000000004,3.455700966590407,64.99571847859843,1.7171488678014124,2.00665699267176,0.32957697561386434,0.9489683829835929,0.7,4.235255126999846,9112,1.064393359246083,0.008692392655675896,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
9,20260709,RDHO,1.2725233571880126,0.8975233571880125,0.375,4.272523357188012,120.61733218828994,1.9178514396553872,2.2270277627539796,0.2783966552119447,0.9346221807019356,0.625,4.154069152999909,9112,1.3034422958069884,0.030918938618975877,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
10,20260710,RDHO,1.027548605300109,0.752548605300109,0.275,3.2275486053001092,75.6042473468724,1.9895232896120258,2.362751923626149,0.33242121615352105,0.949636811067632,0.725,4.387972575000049,9112,1.0463168022272369,0.018768196927127834,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
11,20260711,RDHO,1.1730229782612411,0.8063563115945744,0.3666666666666667,4.106356311594575,89.00935201355954,1.833689897192111,2.14560178850916,0.3132955267533058,0.9747513714525762,0.6333333333333333,4.824954238000146,9112,1.1981324318463773,0.025109453585136166,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
