run_id,seed,scenario_id,replicate_id,scenario_seed,algorithm_seed,algorithm,fitness,reported_fitness,base_fitness,search_fitness,penalty_scale,report_penalty_scale,search_penalty,report_penalty,energy_norm,delay_norm,aoi_norm,energy,delay,aoi,qoe,fairness,csr,nfe_used,max_evaluations,runtime,experiment,lambda0,alpha
23,4083520376,23,1,4083520376,3043648279,RDHO,0.9125690984205114,0.9125690984205114,0.6625690984205114,1.7875690984205113,4.5,1.0,1.125,0.25,0.774503305742938,1.020590593027497,0.9993159554285448,91.5702792693158,1.587545146334548,1.9278476602750831,0.3448376588516473,0.881395051071404,0.75,15011,15050,9.871402200311422,dynamic_penalty,0.5,2.0
24,4085768467,24,1,4085768467,3045896370,RDHO,1.076818164038181,1.076818164038181,0.726818164038181,2.301818164038181,4.5,1.0,1.575,0.35,0.6768567724517537,1.1507248207413945,1.2371248071731624,92.40598614865334,2.0810155419516376,2.423308608197598,0.3258756412674953,0.8531005042341995,0.65,15011,15050,9.413116599898784,dynamic_penalty,0.5,2.0
25,4088016558,25,1,4088016558,3048144461,RDHO,0.9877599251229328,0.9877599251229328,0.7044265917895994,1.9794265917895992,4.5,1.0,1.275,0.2833333333333333,0.8205594111142126,1.152079703125743,1.082510764388867,105.7111066317106,1.518725375470236,1.8006409999183206,0.3226763002320833,0.9092094126645864,0.7166666666666667,15011,15050,9.09837709972635,dynamic_penalty,0.5,2.0
26,4090264649,26,1,4090264649,3050392552,RDHO,1.204161434776692,1.204161434776692,0.7958281014433587,2.6333281014433587,4.5,1.0,1.8375,0.4083333333333333,0.9056243380127268,1.3427477522709146,1.2722890133429066,123.7129890085764,1.824348734846704,2.1229270423185644,0.2981473551050941,0.8853947039659809,0.5916666666666667,15011,15050,9.310500199906528,dynamic_penalty,0.5,2.0
27,4092512740,27,1,4092512740,3052640643,RDHO,0.9666511929202508,0.9666511929202508,0.6833178595869176,1.9583178595869173,4.5,1.0,1.275,0.2833333333333333,0.7978765877668613,1.0553803178334114,1.0519922411041844,112.15287386495164,1.5562116535983337,1.8831739196332555,0.3265267142130604,0.8937497836827807,0.7166666666666667,15011,15050,9.105784700252116,dynamic_penalty,0.5,2.0
28,4094760831,28,1,4094760831,3054888734,RDHO,1.1538123782084346,1.1538123782084346,0.7621457115417678,2.524645711541768,4.5,1.0,1.7625000000000002,0.3916666666666667,0.6358361261578781,1.383737945907921,1.3188197354205136,77.87807721463301,1.810088574700256,2.069426696229873,0.3105815113876974,0.9076358740211224,0.6083333333333333,15011,15050,8.985899500083178,dynamic_penalty,0.5,2.0
29,4097008922,29,1,4097008922,3057136825,RDHO,0.8184618711600212,0.8184618711600212,0.5934618711600212,1.6059618711600212,4.5,1.0,1.0125,0.2249999999999999,0.5565455236907864,0.9331471618029012,0.9190496500626046,62.82434357517707,1.5685615405341593,1.893761272133505,0.3434368902128389,0.911770956493372,0.775,15011,15050,8.850963900331408,dynamic_penalty,0.5,2.0
30,76308728,30,1,76308728,3331403927,RDHO,1.018464938089624,1.018464938089624,0.6934649380896241,2.155964938089624,4.5,1.0,1.4625,0.3249999999999999,0.56917172671571,1.2551528029182133,1.150230233520043,72.31417273090261,1.5145104779778098,1.7962777354473525,0.3299489696520653,0.9109701825858274,0.675,15011,15050,8.745899999979883,dynamic_penalty,0.5,2.0
1,684064704,1,1,684064704,1921995125,RDHO,1.094779384615127,1.094779384615127,0.7531127179484604,5.36561271794846,13.5,1.0,4.6125,0.3416666666666667,0.8421584493254162,1.2794059949197425,1.1739029616898955,102.03204600318163,1.7318709734329012,2.0446735804846767,0.3163196004158534,0.8832905636893171,0.6583333333333333,15011,15050,8.726048599928617,dynamic_penalty,0.5,3.0
2,686312795,2,1,686312795,1924243216,RDHO,0.9594095202903764,0.9594095202903764,0.6844095202903765,4.396909520290377,13.5,1.0,3.7125,0.275,0.6245331325488077,1.143108565357215,1.095234792986456,70.47822755417418,1.7966429866743203,2.1331324543030687,0.3195295353654057,0.8796052366058665,0.725,15011,15050,12.320526499766856,dynamic_penalty,0.5,3.0
3,688560886,3,1,688560886,1926491307,RDHO,0.8846131637691365,0.8846131637691365,0.6179464971024697,4.217946497102471,13.5,1.0,3.6000000000000005,0.2666666666666667,0.6681264850629071,0.914769163809033,0.982117882542678,89.33186172310832,1.5750835882848857,1.8889126702133687,0.3435725039655943,0.920073202981833,0.7333333333333333,15011,15050,11.977587000001222,dynamic_penalty,0.5,3.0
4,690808977,4,1,690808977,1928739398,RDHO,1.128468272307389,1.128468272307389,0.7368016056407226,6.024301605640723,13.5,1.0,5.2875000000000005,0.3916666666666667,0.8109639540524001,1.2179506705883705,1.1703433865812656,83.11185404208814,2.0091567791681504,2.3610583304002817,0.3121047553180943,0.8943123061684903,0.6083333333333333,15011,15050,11.282106400001794,dynamic_penalty,0.5,3.0
5,693057068,5,1,693057068,1930987489,RDHO,0.7432274045375944,0.7432274045375944,0.5515607378709277,3.139060737870928,13.5,1.0,2.5875,0.1916666666666666,0.58849869670709,0.7607158345314511,0.8567619680345733,69.97678512880785,1.5204698393650318,1.8917879889968403,0.3557095415344568,0.9329858001526156,0.8083333333333333,15011,15050,11.38166749989614,dynamic_penalty,0.5,3.0
6,695305159,6,1,695305159,1933235580,RDHO,0.8676100138929045,0.8676100138929045,0.6342766805595712,3.7842766805595702,13.5,1.0,3.1499999999999995,0.2333333333333332,0.7552367022338318,0.9203068382846984,0.965962475086962,104.74075977349048,1.650809144067021,2.0401174600032723,0.3291636318785337,0.9118257502638694,0.7666666666666667,15011,15050,9.119076199829578,dynamic_penalty,0.5,3.0
7,697553250,7,1,697553250,1935483671,RDHO,1.0718791499078135,1.0718791499078135,0.7552124832411469,5.030212483241146,13.5,1.0,4.275,0.3166666666666666,0.6924561686901454,1.3454145523332155,1.2793784766794536,76.85091224931486,1.6097059464631809,1.906049983225025,0.3172313507454038,0.9081439302475884,0.6833333333333333,15011,15050,9.436211599968374,dynamic_penalty,0.5,3.0
8,699801341,8,1,699801341,1937731762,RDHO,0.8083298378843835,0.8083298378843835,0.5749965045510502,3.72499650455105,13.5,1.0,3.1499999999999995,0.2333333333333332,0.5963814243549317,0.8358138157644289,0.8726201348453625,74.9872533869422,1.5930484640119271,1.967817373340608,0.3379408885091763,0.9194863452345295,0.7666666666666667,15011,15050,9.527837600093337,dynamic_penalty,0.5,3.0
