run_id,seed,scenario_id,replicate_id,scenario_seed,algorithm_seed,algorithm,fitness,reported_fitness,base_fitness,search_fitness,penalty_scale,report_penalty_scale,search_penalty,report_penalty,energy_norm,delay_norm,aoi_norm,energy,delay,aoi,qoe,fairness,csr,nfe_used,max_evaluations,runtime
12,3786772364,12,1,3786772364,2014583720,PSO,1.4190174759205405,1.4190174759205405,1.0190174759205406,1.4190174759205405,1.0,1.0,0.4,0.4,0.9725224414842744,2.1019285261930083,1.7649205255520972,119.51338346308106,3.1213990971565893,3.418330555714072,0.31288511259760804,0.8676519847682768,0.6,15050,15050,9.677156700287014
12,3786772364,12,1,3786772364,1786600435,DE,0.988965722847446,0.988965722847446,0.6806323895141126,0.988965722847446,1.0,1.0,0.30833333333333335,0.30833333333333335,0.6419486433800602,1.1666897544298664,1.0810194760795315,81.70451603742376,1.4987477143725374,1.7956791729300208,0.3342330963376542,0.8932359651554769,0.6916666666666667,15050,15050,9.813347900286317
12,3786772364,12,1,3786772364,3861526336,Greedy-ED,1.0639476104102683,1.0639476104102683,0.6806142770769351,1.0639476104102683,1.0,1.0,0.3833333333333333,0.3833333333333333,0.6630541168851118,1.167146318080707,1.0704705361537918,86.78799971856398,1.4071402861639926,1.7040717447214757,0.3392950767204464,0.8927445048743378,0.6166666666666667,360,15050,0.2166514997370541
13,3789020455,13,1,3789020455,2749148358,RDHO,1.02168964836505,1.02168964836505,0.7050229816983832,3.5550229816983827,9.0,1.0,2.8499999999999996,0.31666666666666665,0.8590930553546265,1.0959820622692775,1.0652199837982468,100.86530535785695,1.7170976959731958,2.029712906159799,0.3127143962090841,0.8924147346103227,0.6833333333333333,15011,15050,9.453799800015986
13,3789020455,13,1,3789020455,1731572392,RIME,1.4495009390817626,1.4495009390817626,0.9661676057484292,1.4495009390817626,1.0,1.0,0.4833333333333333,0.4833333333333333,0.8911797769045583,1.8553252334150936,1.631535549116179,98.30018444971034,2.673165226351691,2.985780436538295,0.26987106930188903,0.8185899531891287,0.5166666666666667,15050,15050,9.569822299759835
13,3789020455,13,1,3789020455,1571120380,DBO,1.0623676000414268,1.0623676000414268,0.7123676000414267,1.0623676000414268,1.0,1.0,0.35,0.35,0.8863134555594676,1.120496312839182,1.0521833199158739,106.4496990053753,1.7411884096144383,2.053803619801042,0.3071665821873383,0.8891955346188439,0.65,15050,15050,9.556558499578387
13,3789020455,13,1,3789020455,1109886992,TLBO-HHO,1.1374485587667587,1.1374485587667587,0.7291152254334252,1.1374485587667587,1.0,1.0,0.4083333333333333,0.4083333333333333,0.656997992968172,1.2770178646182901,1.1868013937668933,75.62216655542412,1.940305888577684,2.252921098764287,0.30184955839207656,0.8915401694396146,0.5916666666666667,15050,15050,9.569072399754077
13,3789020455,13,1,3789020455,136552206,CWTSSA,1.0930424703656727,1.0930424703656727,0.7430424703656728,1.0930424703656727,1.0,1.0,0.35,0.35,0.7449192094446813,1.2788783332808766,1.1983677663252923,83.20168459781881,1.9998276693737522,2.3124428795603555,0.30424547988477196,0.896557377348105,0.65,15050,15050,9.684260899666697
13,3789020455,13,1,3789020455,4261837387,GA,1.1380589060865334,1.1380589060865334,0.7380589060865335,1.1380589060865334,1.0,1.0,0.4,0.4,0.8545775943905239,1.1894354145417507,1.1316846909606437,97.63763613354374,1.8471529438393894,2.1597681540259925,0.28844305082502036,0.8910768829567255,0.6,15050,15050,10.123725399840623
13,3789020455,13,1,3789020455,2016831811,PSO,1.5549922659936728,1.5549922659936728,1.0383255993270062,1.5549922659936728,1.0,1.0,0.5166666666666666,0.5166666666666666,0.9363167965655954,1.9871312586853442,1.8473433695205408,104.54354552317642,3.013003533323832,3.325618743510435,0.2583024416054684,0.8203386898535041,0.48333333333333334,15050,15050,9.841903999913484
