run_id,seed,algorithm,fitness,base_objective,penalty,search_fitness,energy,delay,aoi,qoe,fairness,csr,runtime,nfe,pre_refinement_fitness,local_refinement_gain,experiment,lambda0,alpha
23,20260723,RDHO,1.1308787088436878,0.7308787088436879,0.4,6.130878708843689,88.0514495311213,1.7476426799165883,2.024950061844811,0.29651637278867105,0.9486396247106179,0.6,4.244772082999589,9112,1.1491380380236866,0.01825932917999884,dynamic_penalty,0.5,3.0
24,20260724,RDHO,0.8722655353542228,0.6305988686875561,0.2416666666666667,3.8930988686875563,80.6319270833509,1.6077639248096935,1.9245353777191458,0.3565000847706238,0.926222345261735,0.7583333333333333,4.407938171000296,9112,0.8845853176410314,0.012319782286808634,dynamic_penalty,0.5,3.0
25,20260725,RDHO,0.9461976114669594,0.6545309448002927,0.29166666666666663,4.5920309448002925,120.67632001470574,1.49474971655416,1.80305918915682,0.336639976916293,0.9484988022661939,0.7083333333333334,4.251735757999995,9112,0.9723533367882313,0.026155725321271972,dynamic_penalty,0.5,3.0
26,20260726,RDHO,0.9846976154516877,0.693030948785021,0.29166666666666663,4.630530948785021,93.64628810749815,1.4046123959612946,1.6729992947609666,0.3209720443059929,0.9172063071928436,0.7083333333333334,4.592730735999794,9112,1.002284805564107,0.01758719011241927,dynamic_penalty,0.5,3.0
27,20260727,RDHO,0.977959771073985,0.702959771073985,0.275,4.415459771073985,76.67138780581433,1.771784976776305,2.1248208593596463,0.31608088637475235,0.9098138384603012,0.725,4.704511777000334,9112,1.019750317762583,0.04179054668859805,dynamic_penalty,0.5,3.0
28,20260728,RDHO,0.9123878549323171,0.6707211882656504,0.2416666666666667,3.9332211882656507,85.13123727210183,1.6887117773124547,1.9977570103503246,0.3222445178062384,0.9396713428019616,0.7583333333333333,4.378015735999725,9112,0.9554212372147459,0.04303338228242881,dynamic_penalty,0.5,3.0
29,20260729,RDHO,1.0810752716672216,0.7144086050005549,0.3666666666666667,5.664408605000555,77.76804212401944,1.3689919586661485,1.599266093442465,0.3113814044196682,0.9083457555898267,0.6333333333333333,4.319503219000126,9112,1.0943359443996614,0.013260672732439804,dynamic_penalty,0.5,3.0
30,20260730,RDHO,0.8663687842719244,0.6080354509385911,0.2583333333333333,4.095535450938591,76.33765370177991,1.547134072438925,1.8518695257710924,0.34510685979128636,0.9429499533579588,0.7416666666666667,4.258104429000014,9112,0.8706188048233235,0.004250020551399114,dynamic_penalty,0.5,3.0
1,20260701,RDHO,1.0284182616002533,0.69508492826692,0.33333333333333337,1.69508492826692,103.06461309460218,1.630254398076593,1.938195994108829,0.3236198592926619,0.945154233065518,0.6666666666666666,4.278855957999895,9112,1.0404316444320858,0.012013382831832509,dynamic_penalty,1.0,1.0
2,20260702,RDHO,1.125972225160095,0.7843055584934283,0.3416666666666667,1.8093055584934281,77.57516555498447,2.039119116994642,2.378000641546173,0.3063175037679648,0.8993990303242332,0.6583333333333333,4.318731952000235,9112,1.1379507738181092,0.011978548658014176,dynamic_penalty,1.0,1.0
3,20260703,RDHO,0.8216327401499396,0.5882994068166063,0.23333333333333328,1.288299406816606,71.60897323021845,1.536875563262646,1.8943435140183928,0.34947782669707605,0.9406017003798122,0.7666666666666667,4.350328238999737,9112,0.8292816014736851,0.007648861323745537,dynamic_penalty,1.0,1.0
4,20260704,RDHO,0.9689459431786078,0.6606126098452745,0.30833333333333335,1.5856126098452745,77.75350558360117,1.6547538289203012,1.9773584932320198,0.3424759304093609,0.9200851371213811,0.6916666666666667,4.424886248999883,9112,0.9738974545003938,0.004951511321785951,dynamic_penalty,1.0,1.0
5,20260705,RDHO,1.032237397933681,0.7239040646003476,0.30833333333333335,1.6489040646003477,113.72722802275374,1.8393056253270046,2.1601086759869648,0.2970418771757057,0.9564509323758862,0.6916666666666667,4.190108362000046,9112,1.0487600084444786,0.01652261051079762,dynamic_penalty,1.0,1.0
